1a3aA
TM	RMSD	GDTTS	MODEL
0.1885	23.15	14.80	./distfold-jobs/output-1im5A/1im5A_17.pdb
0.1966	21.90	15.22	./distfold-jobs/output-1im5A/1im5A_4.pdb
0.2034	21.95	15.08	./distfold-jobs/output-1im5A/1im5A_19.pdb
0.2088	22.96	14.66	./distfold-jobs/output-1im5A/1im5A_1.pdb
0.2103	22.30	15.92	./distfold-jobs/output-1im5A/1im5A_3.pdb
0.2128	22.94	15.64	./distfold-jobs/output-1im5A/1im5A_12.pdb
0.2151	22.90	15.50	./distfold-jobs/output-1im5A/1im5A_model2.pdb
0.2244	22.27	15.78	./distfold-jobs/output-1im5A/1im5A_9.pdb
0.2259	20.53	15.78	./distfold-jobs/output-1im5A/1im5A_7.pdb
0.2984	19.97	21.65	./distfold-jobs/output-1im5A/1im5A_8.pdb
0.3108	19.12	23.04	./distfold-jobs/output-1im5A/1im5A_14.pdb
0.3119	21.90	22.49	./distfold-jobs/output-1im5A/1im5A_6.pdb
0.3160	19.39	23.04	./distfold-jobs/output-1im5A/1im5A_model1.pdb
0.3164	15.87	22.21	./distfold-jobs/output-1im5A/1im5A_model5.pdb
0.3201	19.40	21.79	./distfold-jobs/output-1im5A/1im5A_18.pdb
0.3254	20.13	23.60	./distfold-jobs/output-1im5A/1im5A_20.pdb
0.3287	17.86	23.60	./distfold-jobs/output-1im5A/1im5A_11.pdb
0.3300	18.70	24.58	./distfold-jobs/output-1im5A/1im5A_model4.pdb
0.3419	19.44	24.30	./distfold-jobs/output-1im5A/1im5A_10.pdb
0.3423	19.22	24.30	./distfold-jobs/output-1im5A/1im5A_model3.pdb
1iwdA
TM	RMSD	GDTTS	MODEL
0.0677	115.90	5.12	./distfold-jobs/output-1iwdA/extended.pdb
0.2178	19.17	14.07	./distfold-jobs/output-1iwdA/1iwdA_2.pdb
0.2206	20.62	13.49	./distfold-jobs/output-1iwdA/1iwdA_7.pdb
0.2244	22.96	14.07	./distfold-jobs/output-1iwdA/1iwdA_3.pdb
0.2249	20.61	13.14	./distfold-jobs/output-1iwdA/1iwdA_6.pdb
0.2277	21.66	13.95	./distfold-jobs/output-1iwdA/1iwdA_12.pdb
0.2304	21.49	14.30	./distfold-jobs/output-1iwdA/1iwdA_model3.pdb
0.2321	20.61	14.07	./distfold-jobs/output-1iwdA/1iwdA_13.pdb
0.2339	21.49	14.30	./distfold-jobs/output-1iwdA/1iwdA_10.pdb
0.2442	20.77	14.42	./distfold-jobs/output-1iwdA/1iwdA_model2.pdb
0.2650	20.01	16.63	./distfold-jobs/output-1iwdA/1iwdA_1.pdb
0.2984	19.97	18.49	./distfold-jobs/output-1iwdA/1iwdA_4.pdb
0.3034	19.90	18.02	./distfold-jobs/output-1iwdA/1iwdA_model4.pdb
0.3118	20.29	18.14	./distfold-jobs/output-1iwdA/1iwdA_17.pdb
0.3126	18.99	19.30	./distfold-jobs/output-1iwdA/1iwdA_model1.pdb
0.3190	18.71	19.19	./distfold-jobs/output-1iwdA/1iwdA_18.pdb
0.3199	20.57	18.49	./distfold-jobs/output-1iwdA/1iwdA_8.pdb
0.3226	20.75	20.12	./distfold-jobs/output-1iwdA/1iwdA_19.pdb
0.3346	18.76	20.70	./distfold-jobs/output-1iwdA/1iwdA_model5.pdb
0.3377	16.70	20.81	./distfold-jobs/output-1iwdA/1iwdA_9.pdb
0.3449	19.05	21.98	./distfold-jobs/output-1iwdA/1iwdA_14.pdb
1j3aA
TM	RMSD	GDTTS	MODEL
0.1385	18.90	11.43	./distfold-jobs/output-1j3aA/1j3aA_4.pdb
0.1389	18.59	12.60	./distfold-jobs/output-1j3aA/1j3aA_6.pdb
0.1413	18.70	13.57	./distfold-jobs/output-1j3aA/1j3aA_2.pdb
0.1420	19.84	12.79	./distfold-jobs/output-1j3aA/1j3aA_3.pdb
0.1563	18.13	14.73	./distfold-jobs/output-1j3aA/1j3aA_1.pdb
1jbeA
TM	RMSD	GDTTS	MODEL
0.0856	68.35	7.94	./distfold-jobs/output-1jbeA/extended.pdb
0.2269	14.07	22.42	./distfold-jobs/output-1jbeA/1jbeA_4.pdb
0.2283	13.20	21.43	./distfold-jobs/output-1jbeA/1jbeA_1.pdb
0.2368	13.56	22.62	./distfold-jobs/output-1jbeA/1jbeA_12.pdb
0.2370	13.45	22.82	./distfold-jobs/output-1jbeA/1jbeA_7.pdb
0.2487	13.56	23.02	./distfold-jobs/output-1jbeA/1jbeA_13.pdb
0.2851	13.32	23.61	./distfold-jobs/output-1jbeA/1jbeA_17.pdb
0.3305	8.31	30.95	./distfold-jobs/output-1jbeA/1jbeA_10.pdb
0.3383	7.80	29.76	./distfold-jobs/output-1jbeA/1jbeA_5.pdb
0.3466	7.98	31.15	./distfold-jobs/output-1jbeA/1jbeA_18.pdb
0.3580	7.39	32.14	./distfold-jobs/output-1jbeA/1jbeA_6.pdb
0.3621	7.38	32.54	./distfold-jobs/output-1jbeA/1jbeA_9.pdb
0.3661	7.36	33.93	./distfold-jobs/output-1jbeA/1jbeA_15.pdb
0.3679	7.12	33.53	./distfold-jobs/output-1jbeA/1jbeA_model3.pdb
0.3681	7.27	33.53	./distfold-jobs/output-1jbeA/1jbeA_model4.pdb
0.3702	7.47	33.93	./distfold-jobs/output-1jbeA/1jbeA_14.pdb
0.3740	6.80	33.73	./distfold-jobs/output-1jbeA/1jbeA_model2.pdb
0.3744	7.71	33.33	./distfold-jobs/output-1jbeA/1jbeA_11.pdb
0.3780	6.70	35.71	./distfold-jobs/output-1jbeA/1jbeA_model1.pdb
0.3798	6.78	35.12	./distfold-jobs/output-1jbeA/1jbeA_model5.pdb
0.4256	6.06	37.70	./distfold-jobs/output-1jbeA/1jbeA_20.pdb
1jbkA
TM	RMSD	GDTTS	MODEL
0.0692	104.20	5.69	./distfold-jobs/output-1jbkA/extended.pdb
0.1971	17.00	14.15	./distfold-jobs/output-1jbkA/1jbkA_model5.pdb
0.1984	17.88	14.02	./distfold-jobs/output-1jbkA/1jbkA_model4.pdb
0.2005	18.05	14.42	./distfold-jobs/output-1jbkA/1jbkA_11.pdb
0.2068	17.87	14.02	./distfold-jobs/output-1jbkA/1jbkA_16.pdb
0.2098	17.94	15.08	./distfold-jobs/output-1jbkA/1jbkA_19.pdb
0.2138	17.16	14.42	./distfold-jobs/output-1jbkA/1jbkA_4.pdb
0.2138	18.27	15.61	./distfold-jobs/output-1jbkA/1jbkA_7.pdb
0.2180	17.30	15.21	./distfold-jobs/output-1jbkA/1jbkA_1.pdb
0.2308	17.84	16.14	./distfold-jobs/output-1jbkA/1jbkA_18.pdb
0.2337	18.41	16.01	./distfold-jobs/output-1jbkA/1jbkA_13.pdb
0.2341	18.12	17.33	./distfold-jobs/output-1jbkA/1jbkA_model3.pdb
0.2544	18.42	18.25	./distfold-jobs/output-1jbkA/1jbkA_model2.pdb
0.2701	12.64	19.31	./distfold-jobs/output-1jbkA/1jbkA_model1.pdb
0.2850	10.77	20.90	./distfold-jobs/output-1jbkA/1jbkA_8.pdb
0.2917	12.16	19.84	./distfold-jobs/output-1jbkA/1jbkA_17.pdb
0.2948	11.77	19.31	./distfold-jobs/output-1jbkA/1jbkA_9.pdb
0.2980	12.98	19.71	./distfold-jobs/output-1jbkA/1jbkA_15.pdb
0.2986	12.79	20.50	./distfold-jobs/output-1jbkA/1jbkA_12.pdb
0.2991	12.04	19.44	./distfold-jobs/output-1jbkA/1jbkA_6.pdb
0.3090	12.05	22.22	./distfold-jobs/output-1jbkA/1jbkA_2.pdb
1jfuA
TM	RMSD	GDTTS	MODEL
0.0801	99.40	6.82	./distfold-jobs/output-1jfuA/extended.pdb
0.1779	32.57	12.93	./distfold-jobs/output-1jfuA/1jfuA_model4.pdb
0.1818	31.65	13.78	./distfold-jobs/output-1jfuA/1jfuA_11.pdb
0.1820	32.16	13.64	./distfold-jobs/output-1jfuA/1jfuA_15.pdb
0.1873	27.37	13.78	./distfold-jobs/output-1jfuA/1jfuA_1.pdb
0.1938	31.18	14.49	./distfold-jobs/output-1jfuA/1jfuA_2.pdb
0.1971	32.03	14.77	./distfold-jobs/output-1jfuA/1jfuA_model1.pdb
0.2008	29.86	15.06	./distfold-jobs/output-1jfuA/1jfuA_model5.pdb
0.2059	31.46	14.20	./distfold-jobs/output-1jfuA/1jfuA_model3.pdb
0.2061	31.92	15.20	./distfold-jobs/output-1jfuA/1jfuA_4.pdb
0.2112	32.10	14.77	./distfold-jobs/output-1jfuA/1jfuA_7.pdb
0.2126	27.13	15.63	./distfold-jobs/output-1jfuA/1jfuA_10.pdb
0.2143	30.16	15.34	./distfold-jobs/output-1jfuA/1jfuA_18.pdb
0.2170	32.17	15.34	./distfold-jobs/output-1jfuA/1jfuA_19.pdb
0.2187	29.60	15.77	./distfold-jobs/output-1jfuA/1jfuA_16.pdb
0.2188	31.08	16.62	./distfold-jobs/output-1jfuA/1jfuA_6.pdb
0.2193	28.73	16.19	./distfold-jobs/output-1jfuA/1jfuA_20.pdb
0.2203	26.69	16.62	./distfold-jobs/output-1jfuA/1jfuA_9.pdb
0.2206	29.30	17.05	./distfold-jobs/output-1jfuA/1jfuA_8.pdb
0.2228	31.27	16.48	./distfold-jobs/output-1jfuA/1jfuA_13.pdb
0.2289	30.70	17.05	./distfold-jobs/output-1jfuA/1jfuA_model2.pdb
1jfxA
TM	RMSD	GDTTS	MODEL
0.0666	121.80	5.30	./distfold-jobs/output-1jfxA/extended.pdb
0.1969	18.80	13.13	./distfold-jobs/output-1jfxA/1jfxA_17.pdb
0.2074	17.85	14.06	./distfold-jobs/output-1jfxA/1jfxA_10.pdb
0.2148	18.18	14.52	./distfold-jobs/output-1jfxA/1jfxA_9.pdb
0.2198	17.35	14.75	./distfold-jobs/output-1jfxA/1jfxA_11.pdb
0.2262	18.47	13.59	./distfold-jobs/output-1jfxA/1jfxA_14.pdb
0.2265	17.11	14.17	./distfold-jobs/output-1jfxA/1jfxA_model5.pdb
0.2278	18.05	12.90	./distfold-jobs/output-1jfxA/1jfxA_13.pdb
0.2286	16.96	15.32	./distfold-jobs/output-1jfxA/1jfxA_3.pdb
0.2307	17.77	13.82	./distfold-jobs/output-1jfxA/1jfxA_16.pdb
0.3046	13.39	18.89	./distfold-jobs/output-1jfxA/1jfxA_7.pdb
0.3266	15.04	19.24	./distfold-jobs/output-1jfxA/1jfxA_18.pdb
0.3280	13.35	19.93	./distfold-jobs/output-1jfxA/1jfxA_5.pdb
0.3290	13.27	19.47	./distfold-jobs/output-1jfxA/1jfxA_model1.pdb
0.3445	13.76	21.66	./distfold-jobs/output-1jfxA/1jfxA_model3.pdb
0.3529	14.62	20.85	./distfold-jobs/output-1jfxA/1jfxA_20.pdb
0.3566	14.26	21.20	./distfold-jobs/output-1jfxA/1jfxA_2.pdb
0.3800	11.95	23.39	./distfold-jobs/output-1jfxA/1jfxA_1.pdb
0.3883	11.36	24.31	./distfold-jobs/output-1jfxA/1jfxA_model4.pdb
0.3886	13.09	24.08	./distfold-jobs/output-1jfxA/1jfxA_6.pdb
0.3964	12.08	23.96	./distfold-jobs/output-1jfxA/1jfxA_model2.pdb
1jkxA
TM	RMSD	GDTTS	MODEL
0.1721	20.71	9.93	./distfold-jobs/output-1jkxA/1jkxA_7.pdb
0.1746	20.45	9.33	./distfold-jobs/output-1jkxA/1jkxA_1.pdb
0.1757	21.16	9.45	./distfold-jobs/output-1jkxA/1jkxA_5.pdb
0.1776	21.35	9.81	./distfold-jobs/output-1jkxA/1jkxA_2.pdb
0.1820	16.77	9.21	./distfold-jobs/output-1jkxA/1jkxA_9.pdb
0.1898	16.35	9.81	./distfold-jobs/output-1jkxA/1jkxA_10.pdb
0.1907	16.51	9.69	./distfold-jobs/output-1jkxA/1jkxA_3.pdb
0.1917	20.30	10.05	./distfold-jobs/output-1jkxA/1jkxA_6.pdb
1jl1A
TM	RMSD	GDTTS	MODEL
0.1437	20.84	12.01	./distfold-jobs/output-1jl1A/1jl1A_5.pdb
0.1438	20.27	11.68	./distfold-jobs/output-1jl1A/1jl1A_1.pdb
0.1465	21.13	12.01	./distfold-jobs/output-1jl1A/1jl1A_6.pdb
0.1513	20.43	10.86	./distfold-jobs/output-1jl1A/1jl1A_10.pdb
0.1518	19.81	11.35	./distfold-jobs/output-1jl1A/1jl1A_9.pdb
0.1524	20.44	12.17	./distfold-jobs/output-1jl1A/1jl1A_7.pdb
0.1536	20.59	12.99	./distfold-jobs/output-1jl1A/1jl1A_2.pdb
0.1590	21.16	12.01	./distfold-jobs/output-1jl1A/1jl1A_3.pdb
1jo0A
TM	RMSD	GDTTS	MODEL
0.1108	59.87	11.86	./distfold-jobs/output-1jo0A/extended.pdb
0.2054	15.19	24.23	./distfold-jobs/output-1jo0A/1jo0A_10.pdb
0.2158	13.69	23.71	./distfold-jobs/output-1jo0A/1jo0A_20.pdb
0.2182	13.84	23.71	./distfold-jobs/output-1jo0A/1jo0A_4.pdb
0.2188	15.93	23.20	./distfold-jobs/output-1jo0A/1jo0A_9.pdb
0.2203	14.14	25.52	./distfold-jobs/output-1jo0A/1jo0A_12.pdb
0.2226	14.53	24.74	./distfold-jobs/output-1jo0A/1jo0A_11.pdb
0.2358	13.91	22.94	./distfold-jobs/output-1jo0A/1jo0A_17.pdb
0.2394	15.46	25.77	./distfold-jobs/output-1jo0A/1jo0A_1.pdb
0.2425	13.11	26.29	./distfold-jobs/output-1jo0A/1jo0A_14.pdb
0.2548	13.10	30.15	./distfold-jobs/output-1jo0A/1jo0A_model3.pdb
0.2556	13.54	26.80	./distfold-jobs/output-1jo0A/1jo0A_6.pdb
0.2669	12.65	29.64	./distfold-jobs/output-1jo0A/1jo0A_2.pdb
0.2768	11.48	27.84	./distfold-jobs/output-1jo0A/1jo0A_16.pdb
0.2785	12.25	28.61	./distfold-jobs/output-1jo0A/1jo0A_8.pdb
0.2793	13.55	31.19	./distfold-jobs/output-1jo0A/1jo0A_model5.pdb
0.2818	10.71	31.44	./distfold-jobs/output-1jo0A/1jo0A_model2.pdb
0.2911	14.82	28.09	./distfold-jobs/output-1jo0A/1jo0A_5.pdb
0.3051	15.50	29.38	./distfold-jobs/output-1jo0A/1jo0A_model4.pdb
0.3082	13.87	30.67	./distfold-jobs/output-1jo0A/1jo0A_model1.pdb
0.3217	12.83	33.51	./distfold-jobs/output-1jo0A/1jo0A_19.pdb
1jo8A
TM	RMSD	GDTTS	MODEL
0.1493	11.94	19.40	./distfold-jobs/output-1jo8A/1jo8A_3.pdb
0.1607	12.86	21.98	./distfold-jobs/output-1jo8A/1jo8A_1.pdb
0.1632	12.54	24.14	./distfold-jobs/output-1jo8A/1jo8A_7.pdb
0.1687	12.62	23.71	./distfold-jobs/output-1jo8A/1jo8A_6.pdb
0.1750	13.47	24.57	./distfold-jobs/output-1jo8A/1jo8A_2.pdb
0.1783	11.03	23.28	./distfold-jobs/output-1jo8A/1jo8A_10.pdb
0.2101	10.22	25.86	./distfold-jobs/output-1jo8A/1jo8A_9.pdb
0.2123	13.09	25.00	./distfold-jobs/output-1jo8A/1jo8A_5.pdb
1josA
TM	RMSD	GDTTS	MODEL
0.1007	62.49	11.00	./distfold-jobs/output-1josA/extended.pdb
0.2456	10.83	28.00	./distfold-jobs/output-1josA/1josA_12.pdb
0.2474	11.10	25.75	./distfold-jobs/output-1josA/1josA_3.pdb
0.2515	11.52	26.25	./distfold-jobs/output-1josA/1josA_model3.pdb
0.2554	9.69	28.25	./distfold-jobs/output-1josA/1josA_10.pdb
0.2643	10.52	26.50	./distfold-jobs/output-1josA/1josA_13.pdb
0.2703	11.47	27.75	./distfold-jobs/output-1josA/1josA_8.pdb
0.2769	11.48	26.75	./distfold-jobs/output-1josA/1josA_model5.pdb
0.2844	9.81	29.00	./distfold-jobs/output-1josA/1josA_1.pdb
0.2860	10.50	28.25	./distfold-jobs/output-1josA/1josA_9.pdb
0.2866	8.70	29.25	./distfold-jobs/output-1josA/1josA_4.pdb
0.2901	11.42	31.00	./distfold-jobs/output-1josA/1josA_19.pdb
0.2921	10.66	28.25	./distfold-jobs/output-1josA/1josA_5.pdb
0.2939	9.47	33.50	./distfold-jobs/output-1josA/1josA_16.pdb
0.3049	9.79	33.25	./distfold-jobs/output-1josA/1josA_20.pdb
0.3277	8.70	35.00	./distfold-jobs/output-1josA/1josA_model4.pdb
0.3352	7.34	34.75	./distfold-jobs/output-1josA/1josA_18.pdb
0.3562	7.60	35.50	./distfold-jobs/output-1josA/1josA_6.pdb
0.3566	8.53	37.50	./distfold-jobs/output-1josA/1josA_model1.pdb
0.3606	9.05	35.50	./distfold-jobs/output-1josA/1josA_11.pdb
0.4085	6.91	39.25	./distfold-jobs/output-1josA/1josA_model2.pdb
1jvwA
TM	RMSD	GDTTS	MODEL
0.0912	91.51	7.81	./distfold-jobs/output-1jvwA/extended.pdb
0.1860	19.93	17.66	./distfold-jobs/output-1jvwA/1jvwA_9.pdb
0.1907	21.64	18.44	./distfold-jobs/output-1jvwA/1jvwA_5.pdb
0.1949	18.56	19.06	./distfold-jobs/output-1jvwA/1jvwA_1.pdb
0.1987	20.87	18.59	./distfold-jobs/output-1jvwA/1jvwA_3.pdb
0.2069	19.55	20.16	./distfold-jobs/output-1jvwA/1jvwA_20.pdb
0.2103	19.80	20.00	./distfold-jobs/output-1jvwA/1jvwA_6.pdb
0.2131	21.42	20.00	./distfold-jobs/output-1jvwA/1jvwA_17.pdb
0.2161	19.22	19.53	./distfold-jobs/output-1jvwA/1jvwA_18.pdb
0.2172	18.28	19.37	./distfold-jobs/output-1jvwA/1jvwA_13.pdb
0.2215	15.53	20.16	./distfold-jobs/output-1jvwA/1jvwA_2.pdb
0.2237	18.73	19.84	./distfold-jobs/output-1jvwA/1jvwA_12.pdb
0.2348	17.15	20.00	./distfold-jobs/output-1jvwA/1jvwA_11.pdb
0.2427	15.77	21.25	./distfold-jobs/output-1jvwA/1jvwA_model4.pdb
0.2517	18.89	20.94	./distfold-jobs/output-1jvwA/1jvwA_4.pdb
0.2557	17.19	21.41	./distfold-jobs/output-1jvwA/1jvwA_16.pdb
0.2602	18.50	21.09	./distfold-jobs/output-1jvwA/1jvwA_14.pdb
0.2680	18.98	23.13	./distfold-jobs/output-1jvwA/1jvwA_model5.pdb
0.2692	16.89	22.81	./distfold-jobs/output-1jvwA/1jvwA_model3.pdb
0.2831	17.81	23.75	./distfold-jobs/output-1jvwA/1jvwA_model1.pdb
0.2997	19.36	25.47	./distfold-jobs/output-1jvwA/1jvwA_model2.pdb
1jwqA
TM	RMSD	GDTTS	MODEL
0.0795	101.10	6.70	./distfold-jobs/output-1jwqA/extended.pdb
0.2641	15.32	19.27	./distfold-jobs/output-1jwqA/1jwqA_8.pdb
0.2666	15.63	18.72	./distfold-jobs/output-1jwqA/1jwqA_14.pdb
0.4461	6.80	34.08	./distfold-jobs/output-1jwqA/1jwqA_19.pdb
0.4545	7.21	32.54	./distfold-jobs/output-1jwqA/1jwqA_13.pdb
0.4601	6.67	33.52	./distfold-jobs/output-1jwqA/1jwqA_5.pdb
0.4661	6.77	33.38	./distfold-jobs/output-1jwqA/1jwqA_3.pdb
0.4692	6.72	34.22	./distfold-jobs/output-1jwqA/1jwqA_model2.pdb
0.4791	6.51	34.08	./distfold-jobs/output-1jwqA/1jwqA_15.pdb
0.4807	6.55	34.36	./distfold-jobs/output-1jwqA/1jwqA_model3.pdb
0.4867	6.52	35.06	./distfold-jobs/output-1jwqA/1jwqA_model5.pdb
0.4922	6.40	36.31	./distfold-jobs/output-1jwqA/1jwqA_2.pdb
0.4936	6.21	35.75	./distfold-jobs/output-1jwqA/1jwqA_model4.pdb
0.4946	6.32	35.06	./distfold-jobs/output-1jwqA/1jwqA_1.pdb
0.4956	6.42	35.75	./distfold-jobs/output-1jwqA/1jwqA_12.pdb
0.4974	6.28	36.03	./distfold-jobs/output-1jwqA/1jwqA_4.pdb
0.5004	6.54	35.34	./distfold-jobs/output-1jwqA/1jwqA_17.pdb
0.5056	6.08	36.45	./distfold-jobs/output-1jwqA/1jwqA_16.pdb
0.5101	6.29	35.89	./distfold-jobs/output-1jwqA/1jwqA_7.pdb
0.5218	5.82	37.85	./distfold-jobs/output-1jwqA/1jwqA_model1.pdb
0.5457	5.34	40.78	./distfold-jobs/output-1jwqA/1jwqA_9.pdb
1jyhA
TM	RMSD	GDTTS	MODEL
0.1335	19.59	9.84	./distfold-jobs/output-1jyhA/1jyhA_5.pdb
0.1384	19.13	10.32	./distfold-jobs/output-1jyhA/1jyhA_7.pdb
0.1457	19.01	10.81	./distfold-jobs/output-1jyhA/1jyhA_10.pdb
0.1471	20.30	10.65	./distfold-jobs/output-1jyhA/1jyhA_3.pdb
0.1519	18.30	10.16	./distfold-jobs/output-1jyhA/1jyhA_2.pdb
0.1574	17.77	10.48	./distfold-jobs/output-1jyhA/1jyhA_1.pdb
0.1632	17.22	11.94	./distfold-jobs/output-1jyhA/1jyhA_6.pdb
0.1648	19.69	11.94	./distfold-jobs/output-1jyhA/1jyhA_9.pdb
1k6kA
TM	RMSD	GDTTS	MODEL
0.0767	80.33	7.57	./distfold-jobs/output-1k6kA/extended.pdb
0.2461	15.10	21.13	./distfold-jobs/output-1k6kA/1k6kA_11.pdb
0.2555	14.49	20.42	./distfold-jobs/output-1k6kA/1k6kA_8.pdb
0.3524	7.88	27.99	./distfold-jobs/output-1k6kA/1k6kA_16.pdb
0.3600	7.91	29.23	./distfold-jobs/output-1k6kA/1k6kA_20.pdb
0.3711	7.79	30.81	./distfold-jobs/output-1k6kA/1k6kA_9.pdb
0.3795	7.07	32.04	./distfold-jobs/output-1k6kA/1k6kA_model5.pdb
0.3801	7.68	29.93	./distfold-jobs/output-1k6kA/1k6kA_17.pdb
0.3883	7.03	32.39	./distfold-jobs/output-1k6kA/1k6kA_14.pdb
0.3899	7.26	31.87	./distfold-jobs/output-1k6kA/1k6kA_13.pdb
0.3972	7.27	31.69	./distfold-jobs/output-1k6kA/1k6kA_18.pdb
0.3996	7.52	32.57	./distfold-jobs/output-1k6kA/1k6kA_15.pdb
0.4031	6.69	32.92	./distfold-jobs/output-1k6kA/1k6kA_model4.pdb
0.4050	6.92	32.22	./distfold-jobs/output-1k6kA/1k6kA_6.pdb
0.4093	6.75	33.27	./distfold-jobs/output-1k6kA/1k6kA_2.pdb
0.4187	6.80	33.63	./distfold-jobs/output-1k6kA/1k6kA_10.pdb
0.4215	6.25	35.74	./distfold-jobs/output-1k6kA/1k6kA_model3.pdb
0.4273	6.57	35.56	./distfold-jobs/output-1k6kA/1k6kA_model2.pdb
0.4281	6.32	35.04	./distfold-jobs/output-1k6kA/1k6kA_model1.pdb
0.4483	6.08	36.97	./distfold-jobs/output-1k6kA/1k6kA_19.pdb
0.4568	6.07	36.62	./distfold-jobs/output-1k6kA/1k6kA_4.pdb
1k7cA
TM	RMSD	GDTTS	MODEL
0.0662	122.00	5.04	./distfold-jobs/output-1k7cA/extended.pdb
0.1940	21.40	12.02	./distfold-jobs/output-1k7cA/1k7cA_11.pdb
0.1976	20.18	12.66	./distfold-jobs/output-1k7cA/1k7cA_19.pdb
0.2021	20.00	12.34	./distfold-jobs/output-1k7cA/1k7cA_model4.pdb
0.2042	20.83	12.98	./distfold-jobs/output-1k7cA/1k7cA_13.pdb
0.2096	20.94	12.45	./distfold-jobs/output-1k7cA/1k7cA_3.pdb
0.2100	21.08	12.66	./distfold-jobs/output-1k7cA/1k7cA_12.pdb
0.2121	21.51	12.88	./distfold-jobs/output-1k7cA/1k7cA_14.pdb
0.2161	20.21	13.95	./distfold-jobs/output-1k7cA/1k7cA_8.pdb
0.2400	18.55	14.91	./distfold-jobs/output-1k7cA/1k7cA_6.pdb
0.2724	15.65	15.67	./distfold-jobs/output-1k7cA/1k7cA_7.pdb
0.2783	15.97	15.77	./distfold-jobs/output-1k7cA/1k7cA_model5.pdb
0.2804	16.25	16.74	./distfold-jobs/output-1k7cA/1k7cA_18.pdb
0.2853	15.85	16.95	./distfold-jobs/output-1k7cA/1k7cA_20.pdb
0.2872	15.26	16.95	./distfold-jobs/output-1k7cA/1k7cA_4.pdb
0.2935	16.33	18.45	./distfold-jobs/output-1k7cA/1k7cA_model1.pdb
0.2985	15.03	19.53	./distfold-jobs/output-1k7cA/1k7cA_9.pdb
0.3024	16.69	18.56	./distfold-jobs/output-1k7cA/1k7cA_16.pdb
0.3153	15.11	19.31	./distfold-jobs/output-1k7cA/1k7cA_1.pdb
0.3272	15.27	19.10	./distfold-jobs/output-1k7cA/1k7cA_model2.pdb
0.3585	14.83	21.24	./distfold-jobs/output-1k7cA/1k7cA_model3.pdb
1k7jA
TM	RMSD	GDTTS	MODEL
0.0695	115.50	5.58	./distfold-jobs/output-1k7jA/extended.pdb
0.1874	20.05	12.74	./distfold-jobs/output-1k7jA/1k7jA_4.pdb
0.1979	20.07	11.89	./distfold-jobs/output-1k7jA/1k7jA_9.pdb
0.2001	19.99	12.38	./distfold-jobs/output-1k7jA/1k7jA_1.pdb
0.2052	18.97	13.11	./distfold-jobs/output-1k7jA/1k7jA_19.pdb
0.2058	19.64	12.01	./distfold-jobs/output-1k7jA/1k7jA_17.pdb
0.2059	19.44	12.99	./distfold-jobs/output-1k7jA/1k7jA_20.pdb
0.2176	17.57	13.71	./distfold-jobs/output-1k7jA/1k7jA_5.pdb
0.2275	20.28	13.23	./distfold-jobs/output-1k7jA/1k7jA_3.pdb
0.2374	18.69	13.59	./distfold-jobs/output-1k7jA/1k7jA_model4.pdb
0.2962	13.91	18.33	./distfold-jobs/output-1k7jA/1k7jA_13.pdb
0.3017	14.35	19.30	./distfold-jobs/output-1k7jA/1k7jA_model1.pdb
0.3050	12.95	18.20	./distfold-jobs/output-1k7jA/1k7jA_7.pdb
0.3081	13.43	18.20	./distfold-jobs/output-1k7jA/1k7jA_model2.pdb
0.3128	13.35	20.15	./distfold-jobs/output-1k7jA/1k7jA_model3.pdb
0.3156	14.48	19.30	./distfold-jobs/output-1k7jA/1k7jA_10.pdb
0.3173	13.98	19.17	./distfold-jobs/output-1k7jA/1k7jA_model5.pdb
0.3206	14.76	19.54	./distfold-jobs/output-1k7jA/1k7jA_16.pdb
0.3330	13.67	20.75	./distfold-jobs/output-1k7jA/1k7jA_6.pdb
0.3331	13.15	20.63	./distfold-jobs/output-1k7jA/1k7jA_18.pdb
0.3635	13.58	21.97	./distfold-jobs/output-1k7jA/1k7jA_12.pdb
1kidA
TM	RMSD	GDTTS	MODEL
0.0811	101.00	6.22	./distfold-jobs/output-1kidA/extended.pdb
0.1563	27.75	12.05	./distfold-jobs/output-1kidA/1kidA_20.pdb
0.1628	26.94	12.56	./distfold-jobs/output-1kidA/1kidA_3.pdb
0.1701	27.58	13.73	./distfold-jobs/output-1kidA/1kidA_4.pdb
0.1709	27.43	12.95	./distfold-jobs/output-1kidA/1kidA_16.pdb
0.1724	28.58	12.69	./distfold-jobs/output-1kidA/1kidA_model5.pdb
0.1729	28.29	11.66	./distfold-jobs/output-1kidA/1kidA_7.pdb
0.1799	28.50	13.34	./distfold-jobs/output-1kidA/1kidA_model3.pdb
0.1818	26.79	12.82	./distfold-jobs/output-1kidA/1kidA_model4.pdb
0.1931	31.71	13.47	./distfold-jobs/output-1kidA/1kidA_12.pdb
0.1954	28.36	13.47	./distfold-jobs/output-1kidA/1kidA_14.pdb
0.1988	26.11	14.12	./distfold-jobs/output-1kidA/1kidA_10.pdb
0.2101	26.76	14.64	./distfold-jobs/output-1kidA/1kidA_2.pdb
0.2224	27.05	13.99	./distfold-jobs/output-1kidA/1kidA_6.pdb
0.2262	26.47	16.06	./distfold-jobs/output-1kidA/1kidA_17.pdb
0.2268	22.92	14.90	./distfold-jobs/output-1kidA/1kidA_19.pdb
